ID,Name,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
3609,Suikoden Tierkreis,76,24,7.4,37,Konami,E10+
3610,Superman Returns,51,48,6.2,49,EA Tiburon,T
3611,Shin Megami Tensei: Devil Survivor,84,28,8.8,79,Atlus,T
3612,Tearaway Unfolded,81,70,8.1,188,Media Molecule,E
3613,MLB SlugFest 2006,56,11,7.5,10,Blue Shift,E10+
3614,Etrian Odyssey II: Heroes of Lagaard,82,17,8.9,24,Atlus,E10+
3615,The Incredible Hulk,55,26,6.8,20,Edge of Reality,T
3616,Deadly Premonition,68,39,8.2,332,Access Games,M
3617,Ford Racing 3,50,7,6.6,8,Razorworks Studios,E
3618,The Adventures of Tintin: The Game,59,27,5.7,13,Ubisoft Montpellier,E10+
3619,Dragon Ball Z: Tenkaichi Tag Team,63,22,8.6,20,Spike,T
3620,Etrian Odyssey Untold: The Millennium Girl,80,41,8.2,89,Atlus,T
3621,Final Fantasy V Advance,83,25,7.2,75,TOSE,E
3622,Star Wars: Bounty Hunter,67,20,7.6,16,LucasArts,T
3623,Dynasty Warriors 7: Xtreme Legends,64,11,7.8,9,Omega Force,T
3624,Naruto: Ultimate Ninja Heroes,70,11,6.6,11,Bandai,T
3625,Angry Birds Trilogy,63,13,3.5,27,"Rovio Mobile, Rovio Entertainment",E
3626,Major League Baseball 2K9,61,5,4.5,10,2K Sports,E
3627,WWE 2K17,68,12,5.5,27,Yuke's,T
3628,Battlestations: Midway,73,55,7.1,40,Eidos Interactive,T
3629,Riding Spirits,59,14,9,17,Spike,E
3630,Project CARS,81,16,5.8,135,Slightly Mad Studios,E
3631,MLB 09: The Show,78,12,6.9,7,SCEA San Diego Studios,E
3632,Bust A Groove 2,66,8,8.9,35,Metro,E
3633,Armored Core: Nexus,73,19,8.7,7,From Software,T
3634,Evolution Skateboarding,44,14,6.7,9,Konami,T
3635,Outlaw Volleyball,77,33,8.4,7,Hypnotix,M
3636,Batman: Vengeance,70,17,5.8,16,Ubisoft Montreal,T
3637,Spider-Man: Web of Shadows,67,44,7.9,34,"Treyarch, Shaba Games",T
3638,Legaia 2: Duel Saga,67,21,8.4,43,Prokion,T
3639,Crash Nitro Kart,66,10,7.4,8,Vicarious Visions,E
3640,ExciteBots: Trick Racing,77,29,8.6,26,Monster Games Inc.,E
3641,Oddworld: Stranger's Wrath,88,65,9.1,58,Oddworld Inhabitants,T
3642,King of Fighters: Maximum Impact,64,45,6.9,12,SNK Playmore,T
3643,Atelier Ayesha: The Alchemist of Dusk,70,17,6.6,120,Gust,T
3644,Battleborn,68,55,6.8,402,Gearbox Software,T
3645,Drakan: The Ancients' Gates,78,31,9,39,Surreal Software,M
3646,Resident Evil: Revelations,75,30,7.4,170,Capcom,M
3647,Tony Hawk: Shred,53,10,6.6,10,Robomodo,E
3648,Tokyo Jungle,74,60,8.4,89,Crispy's,T
3649,Army of Two: The Devil's Cartel,54,55,6.2,195,Visceral Games,M
3650,Puppeteer,80,75,8.5,236,SCE Japan Studio,E10+
3651,Tom Clancy's Splinter Cell: Double Agent,78,17,6.5,41,Ubisoft Shanghai,M
3652,Resident Evil: Deadly Silence,71,41,8.4,36,Capcom,M
3653,Legendary,47,39,7.1,87,Spark Unlimited,M
3654,Peter Jackson's King Kong: The Official Game of the Movie,80,57,7.5,79,Ubisoft Montpellier,T
3655,Rayman DS,58,20,7.6,19,DC Studios,E
3656,All-Star Baseball 2003,79,15,8.1,7,Acclaim,E
3657,MTX Mototrax,77,30,8.1,9,Left Field Productions,E
3658,NBA ShootOut 2004,58,19,7.8,8,989 Sports,E
3659,Nancy Drew: The Mystery of the Clue Bender Society,46,5,3.6,5,Gorilla Systems,E10+
3660,Castlevania: Harmony of Dissonance,87,27,8.2,39,KCET,T
3661,Formula One 2001,73,18,6,5,Studio Liverpool,E
3662,Pirates of the Caribbean: Dead Man's Chest,63,11,8.6,7,Amaze Entertainment,T
3663,Baldur's Gate: Dark Alliance II,77,44,7.9,16,Black Isle Studios,T
3664,Madden NFL 2005,68,25,7.7,7,Exient Entertainment,E
3665,MVP Baseball 2004,89,25,8.5,11,EA Sports,E
3666,Polarium,73,34,8.4,17,Mitchell,E
3667,Super Street Fighter II: Turbo Revival,84,17,7.4,10,Capcom,T
3668,Secret Weapons Over Normandy,77,31,8.8,4,Totally Games,T
3669,The Elder Scrolls IV: Oblivion,94,54,8.1,2454,Bethesda Softworks,M
3670,Metroid Prime Pinball,79,51,7.9,32,Fuse Games Limited,E
3671,Teen Titans,56,12,8.6,17,Artificial Mind and Movement,E10+
3672,Bomberman Generation,81,19,8.5,15,Hudson,E
3673,Sega Rally Revo,74,14,7.2,9,Bugbear,E
3674,Surfing H3O,46,15,4.6,8,Opus,E
3675,NASCAR 09,69,32,7.8,15,EA Games,E
3676,NASCAR 09,65,22,7.5,10,EA Games,E
3677,Game of Thrones,52,35,5.2,126,"Cyanide, Cyanide Studios",M
3678,Silent Hunter 5: Battle of the Atlantic,62,26,3.5,104,Ubisoft Romania,T
3679,Amped 2,80,34,7.7,20,Indie Built,E
3680,Final Fantasy Crystal Chronicles: Echoes of Time,64,29,5.6,11,Square Enix,E10+
3681,NHL 08,86,23,6.9,23,EA Canada,E10+
3682,The Legend of Legacy,67,31,7.1,54,FuRyu,E10+
3683,Juiced 2: Hot Import Nights,71,10,6.4,5,Juice Games,T
3684,LEGO Star Wars III: The Clone Wars,76,14,7.5,44,Traveller's Tales,E10+
3685,The Powerpuff Girls: Chemical X-Traction,30,6,6.3,4,VIS Entertainment,E
3686,Dead or Alive Xtreme 2,53,46,6.7,42,Team Ninja,M
3687,PlayStation VR Worlds,59,48,7.1,73,Sony Interactive Entertainment,M
3688,Hunted: The Demon's Forge,57,34,6.2,70,InXile Entertainment,M
3689,Men of Valor,73,47,8,8,2015,M
3690,Medal of Honor European Assault,71,22,7.9,14,EA LA,T
3691,Billy Hatcher and the Giant Egg,71,37,8.7,31,Sonic Team,E
3692,NHL 08,85,44,8.2,44,EA Canada,E10+
3693,WipEout Fusion,83,21,8.5,43,Studio Liverpool,E
3694,Prison Break: The Conspiracy,42,33,3.8,20,ZootFly,T
3695,NHL 06,79,35,8.4,18,EA Canada,E10+
3696,Anno 2205,72,45,5.9,278,Blue Byte,E10+
3697,Ultimate Fighting Championship,53,6,7.4,16,Opus,T
3698,XIII,74,38,8.3,15,Southend Interactive,M
3699,Up,65,5,6.5,4,Heavy Iron Studios,E10+
3700,Michael Jackson: The Experience,64,5,6.6,5,Ubisoft,E10+
3701,MotoGP '07,78,20,7.3,11,"Climax Group, Climax Studios",E
3702,Cars,65,16,6.1,8,Rainbow Studios,E
3703,Hatsune Miku: Project Diva F 2nd,78,15,8.6,49,Sega,T
3704,Need for Speed Rivals,76,16,3.3,546,Ghost Games,E10+
3705,The Mummy: Tomb of the Dragon Emperor,38,7,6.8,6,Eurocom Entertainment Software,T
3706,Def Jam Vendetta,81,22,8.5,8,Aki Corp.,T
3707,The Sims 2,75,31,7.1,8,Maxis,T
3708,Spider-Man: Web of Shadows,63,20,6.9,13,"Treyarch, Shaba Games",T
3709,The Bureau: XCOM Declassified,69,22,6.7,79,2K Marin,M
3710,World Series Baseball 2K3,87,21,8.7,19,Blue Shift,E
3711,Tony Hawk's Proving Ground,57,8,6.2,19,Page 44 Studios,T
3712,Indiana Jones and the Staff of Kings,63,10,7.8,17,Amaze,T
3713,The Outfit,70,52,7.5,48,Relic,M
3714,Don King Presents: Prizefighter,56,45,6.4,29,Venom Games,T
3715,Devil Kings,64,27,7.4,12,Capcom,T
3716,Bolt,57,18,7.1,7,Avalanche Software,E10+
3717,Spider-Man: Edge of Time,57,50,6.8,33,Beenox,T
3718,L.A. Noire: The Complete Edition,83,28,7.9,903,Rockstar Leeds,M
3719,Dynasty Warriors 6,43,7,5.4,14,"Koei, Omega Force",T
3720,America's Army: Rise of a Soldier,70,19,7.4,21,Secret Level,T
3721,Grandia,89,14,6.6,77,Game Arts,E
3722,Pirates of the Caribbean: The Legend of Jack Sparrow,51,32,7.5,13,7 Studios,T
3723,"Ed, Edd n Eddy: The Mis-Edventures",55,4,7.9,10,Artificial Mind and Movement,E
3724,Armored Core 4,65,31,7.2,31,From Software,T
3725,SBK Superbike World Championship,59,7,6.1,8,Milestone S.r.l,E10+
3726,Indiana Jones and the Staff of Kings,50,5,6.8,11,LucasArts,T
3727,X-Men Origins: Wolverine,53,8,6.1,10,Amaze Entertainment,T
3728,Disgaea 2: Dark Hero Days,83,33,7.1,47,Nippon Ichi Software,T
3729,Major League Baseball 2K7,74,19,4.7,7,Kush Games,E
3730,Final Fantasy XI: Chains of Promathia,77,13,8,10,Square Enix,T
3731,The Chronicles of Riddick: Assault on Dark Athena,80,45,7.7,40,Starbreeze,M
3732,X-Men Legends II: Rise of Apocalypse,82,34,6.2,26,Raven Software,T
3733,TV Superstars,56,17,4.9,8,SCE Studio Cambridge,E
3734,Family Guy: Back to the Multiverse,39,28,5,51,Heavy Iron Studios,M
3735,Ninja Gaiden 3,58,39,4.4,136,Team Ninja,M
3736,Sid Meier's Civilization VI,88,81,7.3,684,Firaxis Games,E10+
3737,Sword Art Online: Lost Song,63,32,6.3,60,"Bandai Namco Games, Artdink",T
3738,NBA Courtside 2002,71,18,7.4,7,Left Field Productions,E
3739,F1 2015,64,13,5.3,22,Codemasters,E
3740,Sly Cooper: Thieves in Time,75,15,8.2,148,Sanzaru Games,E10+
3741,Digimon World: Data Squad,43,12,8,20,Bec,E10+
3742,Hitman: Absolution,79,26,7,1327,"Io Interactive, Nixxes Software",M
3743,Stella Glow,79,32,8.7,82,"Image Epoch, Imageepoch",T
3744,Racquet Sports,51,8,8.6,15,Asobo Studio,E
3745,Trials Fusion,80,28,7.1,158,RedLynx,E10+
3746,Far Cry Instincts Predator,78,46,6.2,80,Ubisoft Montreal,M
3747,Onechanbara Z2: Chaos,57,40,6.5,72,"Tamsoft, D3Publisher",M
3748,Skylanders SWAP Force,68,12,6.4,13,n-Space,E10+
3749,Army Men: Sarge's Heroes 2,48,8,7.3,7,3DO,T
3750,MLB,80,26,7.9,18,989 Sports,E
3751,Skylanders: SuperChargers,76,15,5.5,17,Vicarious Visions,E10+
3752,Ys: Memories of Celceta,82,56,8.8,237,Falcom,T
3753,Britney's Dance Beat,63,20,4.8,20,Metro Graphics,E
3754,Vexx,63,20,7.6,11,Acclaim Studios Austin,T
3755,Samurai Warriors 4,76,31,8.1,74,Omega Force,T
3756,Ace Combat: Assault Horizon Legacy,71,37,7.8,26,Project Aces,T
3757,TimeSplitters: Future Perfect,84,39,9.1,117,Free Radical Design,M
3758,Dynasty Warriors Next,67,35,7.5,73,Koei,T
3759,Harvest Moon: Magical Melody,83,14,8.9,44,Marvelous,E
3760,Genma Onimusha,83,27,8.6,10,Capcom,M
3761,DK: King of Swing,70,30,5,6,Paon Corporation,E
3762,Turning Point: Fall of Liberty,42,28,5.5,33,Spark Unlimited,T
3763,Homefront,70,36,5.5,531,Digital Extremes,M
3764,Corvette,53,4,8.6,12,Steel Monkeys,E
3765,Percy Jackson and the Olympians: The Lightning Thief,56,6,6.9,12,Griptonite Games,E10+
3766,Fuel,67,44,7.4,36,Asobo Studio,E
3767,NBA Live 10,64,4,4.2,10,EA Canada,E
3768,Burnout 2: Point of Impact,88,23,5.1,23,Criterion Games,E
3769,Super Monkey Ball Deluxe,78,25,7.7,13,Sega,E
3770,Kill.Switch,75,26,8,7,Namco,T
3771,Lunar: Silver Star Harmony,80,26,7.7,47,Game Arts,T
3772,Peter Jackson's King Kong: The Official Game of the Movie,81,30,8.3,8,Ubisoft Montpellier,T
3773,Dancing With The Stars,42,5,6.2,5,Zoe Mode,E10+
3774,The Simpsons: Road Rage,67,16,7.7,12,Radical Entertainment,T
3775,Dynasty Warriors 7,58,22,8,46,Omega Force,T
3776,Total War: Attila,80,66,7.3,520,Creative Assembly,T
3777,Azurik: Rise of Perathia,52,26,8.5,14,Adrenium,T
3778,Dragon Ball Z: Sagas,51,11,6.1,8,Avalanche Software,T
3779,AC/DC LIVE: Rock Band Track Pack,60,12,5.3,14,Harmonix Music Systems,T
3780,Crash Tag Team Racing,68,9,7.1,25,Radical Entertainment,E10+
3781,Asura's Wrath,71,54,6.5,131,CyberConnect2,T
3782,Harvest Moon: Another Wonderful Life,70,12,9.2,60,Marvelous,E
3783,Final Fantasy Fables: Chocobo Tales,75,42,7.4,28,h.a.n.d. Inc.,E
3784,NCAA College Basketball 2K3,83,17,8,6,Kush Games,E
3785,NHL 17,77,23,4,38,"EA Canada, EA Vancouver",E10+
3786,Bakugan: Battle Brawlers,60,16,5.2,9,Now Production,E
3787,Fantastic 4,61,32,4,6,7 Studios,T
3788,Tony Hawk's American Sk8land,64,7,5.4,5,Vicarious Visions,E
3789,Metro 2033,81,40,8.1,1472,4A Games,M
3790,Valhalla Knights,53,29,6.3,15,K2 LLC,E10+
3791,The Adventures of Tintin: The Game,63,35,6.1,12,Ubisoft Montpellier,E10+
3792,Etrian Mystery Dungeon,77,44,7.9,49,Spike Chunsoft,E10+
3793,Zumba Fitness: World Party,73,5,6.2,40,Zoe Mode,E
3794,Luminous Arc,70,25,7,24,"Image Epoch, Imageepoch",T
3795,4x4 EVO 2,59,15,6.2,5,Terminal Reality,E
3796,Grand Theft Auto,68,33,7.1,23,Digital Eclipse,M
3797,Avalon Code,71,29,7.4,13,"Matrix Software, Marvelous Entertainment",E10+
3798,Dreamcast Collection,53,31,5.2,10,Sega,T
3799,Resident Evil Archives: Resident Evil Zero,62,17,8.2,37,Capcom,M
3800,Rocket League,87,22,8.3,194,Psyonix,E
3801,My Street,46,21,3.9,14,Idol Minds,E
3802,Spider-Man: Shattered Dimensions,75,13,7.7,15,Beenox,T
3803,Ghost Rider,49,17,5.7,13,Climax Group,T
3804,Shadow Hearts: Covenant,85,49,9.1,54,Nautilus,T
3805,X-Men: Destiny,50,33,4.8,37,Silicon Knights,T
3806,Driver '76,57,28,7.9,18,Sumo Digital,M
3807,Harry Potter and the Order of the Phoenix,67,35,6.6,25,EA Games,E10+
3808,Midway Arcade Treasures: Extended Play,63,24,7.8,8,Digital Eclipse,M
3809,Dynasty Warriors 6 Empires,59,24,7.3,28,Omega Force,T
3810,The Testament of Sherlock Holmes,65,16,7.4,34,Frogwares,M
3811,FIFA World Cup Germany 2006,77,22,8.4,9,EA Canada,E
3812,NBA Live 14,43,25,2.7,175,EA Sports,E
3813,G.I. Joe: The Rise of Cobra,42,59,4.7,22,Double Helix Games,T
3814,Game of Thrones,53,14,5.5,81,"Cyanide, Cyanide Studios",M
3815,LEGO Marvel's Avengers,69,4,6.8,15,TT Games,E10+
3816,PDC World Championship Darts 2008,51,18,5.4,7,Oxygen Interactive,E10+
3817,X-Men: Destiny,47,51,5,72,Silicon Knights,T
3818,Pro Evolution Soccer 2014,80,23,4.3,113,Konami,E
3819,Pure Futbol,46,12,7.5,30,Ubisoft Vancouver,E
3820,Afro Samurai,65,70,6.2,57,"Namco Bandai Games America, Namco Bandai Games",M
3821,Ar tonelico Qoga: Knell of Ar Ciel,61,27,5.4,101,Gust,M
3822,NASCAR 08,56,9,8.2,9,EA Tiburon,E
3823,Broken Sword: Shadow of the Templars - The Director's Cut,74,29,8.1,14,Revolution Software,T
3824,Divinity II: Ego Draconis,62,37,6.4,36,Larian Studios,M
3825,Birds of Steel,73,27,8.4,18,Gaijin Entertainment,T
3826,DC Universe Online,72,27,6.8,243,WBIE,T
3827,Bakugan: Battle Brawlers,63,10,8.2,5,Now Production,E
3828,Naruto: Path of the Ninja 2,62,18,7.5,6,TOSE,E10+
3829,Karaoke Revolution Volume 2,76,26,7,4,Harmonix Music Systems,E
3830,Prince of Persia: The Forgotten Sands,77,24,8.1,31,Ubisoft Quebec,T
3831,Disney's A Christmas Carol,66,7,6.5,4,Sumo Digital,E
3832,NBA Live 15,59,24,5.6,86,EA Sports,E
3833,NASCAR Thunder 2004,85,14,9.1,15,EA Games,E
3834,Buffy the Vampire Slayer,79,30,9.1,31,Double Helix Games,T
3835,Harry Potter and the Goblet of Fire,68,26,5.8,10,Electronic Arts,E10+
3836,Sands of Destruction,63,20,7.9,18,"Image Epoch, Imageepoch",T
3837,Harry Potter and the Goblet of Fire,68,15,6,6,Magic Pockets,E
3838,Viva Pinata: Party Animals,56,42,6.2,18,Krome Studios,E
3839,World Series Baseball,85,20,8.8,6,Blueshift,E
3840,Test Drive: Eve of Destruction,73,34,9.1,23,Monster Games Inc.,T
3841,Dynasty Warriors: Gundam Reborn,64,35,7.5,25,Omega Force,T
3842,Hatsune Miku: Project Diva f,81,10,8,90,Sega,T
3843,The Legend of Heroes: Trails of Cold Steel,77,20,7.5,132,Falcom,T
3844,Jeremy McGrath Supercross World,35,9,3.4,16,Acclaim,T
3845,The Scorpion King: Rise of the Akkadian,47,12,7.2,6,VU Games,T
3846,The Club,72,42,6.5,15,Bizarre Creations,M
3847,Meteos,88,49,7.5,164,Q Entertainment,E
3848,Star Wars Jedi Knight II: Jedi Outcast,75,17,7.8,19,Vicarious Visions,T
3849,Tom Clancy's Splinter Cell,89,19,8.7,25,Ubisoft Shanghai,T
3850,Virtua Tennis 4,70,37,6.2,12,Sega,E
3851,ESPN NHL Hockey,90,19,7,22,Kush Games,E
3852,DiRT Showdown,75,53,6.4,53,Codemasters,E10+
3853,The Incredible Hulk: Ultimate Destruction,84,47,8,22,Radical Entertainment,T
3854,Gundam Battle Assault,61,4,7.8,4,Natsume,T
3855,XCOM 2,88,104,7.1,1221,Firaxis Games,T
3856,Cross Edge,52,32,7.2,82,Compile Heart,T
3857,The Lord of the Rings: Aragorn's Quest,58,21,7.8,5,Headstrong Games,T
3858,Looney Tunes: Acme Arsenal,27,7,5.1,14,Red Tribe,E10+
3859,Madagascar: Escape 2 Africa,58,13,6.8,4,Toys for Bob,E10+
3860,NBA 2K6,81,33,8.6,31,Visual Concepts,E
3861,NASCAR 08,57,21,5,14,EA Tiburon,E
3862,Mafia,66,33,7.7,22,Illusion Softworks,M
3863,Grand Slam Tennis 2,73,36,5.2,17,EA Sports,E
3864,Dynasty Warriors: Strikeforce,59,18,5.7,12,Omega Force,T
3865,Airblade,70,18,5.8,12,Criterion Games,T
3866,Epic Mickey 2: The Power of Two,57,14,5.6,46,Junction Point,E
3867,Carnival Island,66,25,5.2,5,Magic Pixel Games,E
3868,Tom Clancy's Rainbow Six: Siege,79,37,6.9,734,Ubisoft Montreal,M
3869,Genji: Dawn of the Samurai,74,49,8.3,19,Game Republic,M
3870,The Italian Job,55,18,6.3,4,Climax Group,T
3871,TrackMania: Build to Race,74,17,6.8,5,Firebrand Games,E
3872,Ultimate Band,59,17,5.5,4,Disney Interactive Studios,E10+
3873,Freedom Fighters,82,23,8.2,23,Io Interactive,T
3874,Soldier of Fortune II: Double Helix,61,26,6.5,13,Gratuitous Games,M
3875,Lunar Knights,82,39,7.8,25,Kojima Productions,E10+
3876,Final Fantasy XI: Treasures of Aht Urhgan,87,4,7.1,13,Square Enix,T
3877,WWE All Stars,71,12,7.4,7,THQ,T
3878,Alundra,86,9,9,41,Matrix Software,T
3879,Mortal Kombat: Armageddon,71,29,8.4,33,JGI Entertainment,M
3880,Madden NFL 13,75,9,6.7,30,EA Tiburon,E
3881,Transformers: Devastation,77,50,7.5,160,PlatinumGames,T
3882,BlowOut,58,12,6.2,5,Terminal Reality,T
3883,NFL Blitz Pro,73,20,8.5,14,Midway,E
3884,Tiger Woods PGA Tour 2003,90,10,8,5,EA Sports,E
3885,Pinball Hall of Fame: The Gottlieb Collection,73,27,8.1,13,Farsight Studios,E
3886,Disgaea: Afternoon of Darkness,87,37,8.2,69,Nippon Ichi Software,T
3887,Toukiden Kiwami,82,5,8.6,42,"Omega Force, Koei Tecmo Games",T
3888,SSX On Tour,79,23,8.1,44,EA Montreal,E
3889,Rune Factory: Tides of Destiny,55,12,7.9,44,Neverland,E10+
3890,Ys Seven,79,27,8.5,65,Falcom,T
3891,Lumines: Electronic Symphony,83,65,7.8,85,Q Entertainment,E
3892,Tony Hawk's Proving Ground,79,21,6.7,6,Vicarious Visions,E10+
3893,The Polar Express,39,10,4.3,6,Blue Tongue,E
3894,AC/DC LIVE: Rock Band Track Pack,63,16,4.9,10,Harmonix Music Systems,T
3895,Valhalla Knights 2,50,13,5.4,13,K2,E10+
3896,Spec Ops: The Line,76,16,8.2,1237,Yager,M
3897,NBA ShootOut 2003,62,22,5.9,8,SCEA,E
3898,Need For Speed: Undercover,59,7,6.7,6,Firebrand Games,E10+
3899,Rogue Ops,61,26,9.2,6,Bits Studios,M
3900,Killer is Dead,64,39,7.9,215,Grasshopper Manufacture,M
3901,F1 2014,64,14,4.1,20,Codemasters Birmingham,E
3902,Legion: The Legend of Excalibur,51,21,7,6,7 Studios,M
3903,Spartan: Total Warrior,74,33,8.4,65,Creative Assembly,M
3904,Justice League Heroes,72,13,7.8,5,Snowblind Studios,T
3905,Conflict: Vietnam,60,40,7.3,9,Pivotal Games,M
3906,Whirl Tour,58,9,7,5,Papaya Studios,E
3907,NBA Street: Showdown,75,25,8.5,15,EA Canada,E
3908,pro evolution soccer 2011,78,9,5.4,7,Konami,E
3909,Skies of Arcadia Legends,84,31,9.2,95,Overworks,T
3910,Breath of Fire,79,17,8.8,9,Capcom,E
3911,Risen 2: Dark Waters,69,51,5.6,751,Piranha Bytes,M
3912,NCAA Football 2005,88,18,9,5,EA Sports,E
3913,Hamtaro: Ham-Ham Games,77,20,7.8,6,Alphadream Corporation,E
3914,Soul Sacrifice Delta,82,24,8.4,125,SCE Japan Studio,M
3915,NASCAR 2011: The Game,42,5,3.1,9,Eutechnyx,E
3916,Spider-Man: Edge of Time,58,43,7.2,29,Beenox,T
3917,Ride,66,30,7,47,Milestone S.r.l,E
3918,Spirit Camera: The Cursed Memoir,54,35,6.1,28,Tecmo Koei Games,T
3919,Galactic Wrestling: Featuring Ultimate Muscle,61,12,8,5,Aki Corp.,T
3920,FaceBreaker K.O. Party,61,15,5.6,7,EA Canada,T
3921,Dino Stalker,50,18,6.3,8,Capcom,M
3922,Mega Man Zero 3,77,21,9,22,Inti,E
3923,Super Swing Golf,72,44,7.8,15,"Tecmo, Ntreev Soft",E10+
3924,G-Force,68,22,7.6,7,Eurocom Entertainment Software,E10+
3925,Luminous Arc 2,73,19,7.7,14,"Image Epoch, Imageepoch",T
3926,Shinobi,69,33,7.3,33,Griptonite Games,T
3927,Tony Hawk's Downhill Jam,76,34,7,7,Vicarious Visions,E
3928,Risen 2: Dark Waters,47,13,5.2,37,Piranha Bytes,M
3929,Age of Empires: The Age of Kings,80,38,7.9,59,Backbone Entertainment,E10+
3930,MotoGP 09/10,70,42,5.4,28,Monumental Games,E
3931,The Lord of the Rings: The Third Age,67,7,8.5,12,Griptonite Games,T
3932,Dinosaur King,61,13,8,9,Climax Entertainment,E
3933,The Suffering,77,44,8.8,23,Surreal Software,M
3934,Tetris Worlds,47,10,5.6,8,Radical Entertainment,E
3935,The Sims 4: Get Together,72,16,7.3,117,Maxis,T
3936,Viewtiful Joe 2,86,39,8.3,19,Clover Studio,T
3937,Child of Eden,81,21,7.8,25,Q Entertainment,E10+
3938,Touch the Dead,56,31,5.6,5,Secret Stash Games,M
3939,Nickelodeon Party Blast,19,4,4.3,7,Data Design Interactive,E
3940,Jackass the Game,58,21,7,12,Sidhe Interactive,M
3941,Ragnarok DS,53,19,5.8,17,GungHo,E10+
3942,Shellshock: Nam '67,58,37,7,14,Guerrilla,M
3943,Magna Carta: Tears of Blood,66,34,7,22,SoftMax,T
3944,All-Star Baseball 2002,66,17,5.6,9,Acclaim,E
3945,Capcom vs. SNK,80,17,9,24,Capcom,T
3946,Pinball Hall of Fame: The Williams Collection,82,16,7.9,8,Farsight Studios,E10+
3947,Aliens vs Predator: Requiem,49,34,5.6,19,Rebellion,T
3948,Dishonored 2,88,22,6.8,156,Arkane Studios,M
3949,Asphalt: Injection,49,33,4.8,28,Ubisoft,E10+
3950,From Russia With Love,70,20,8.5,13,Electronic Arts,T
3951,Guitar Hero: Smash Hits,69,6,8.3,6,Beenox,T
3952,NBA Live 09 All-Play,51,11,5.9,14,EA Sports,E
3953,NFL Quarterback Club 2002,67,12,7.8,6,Acclaim,E
3954,NCAA Basketball 09,70,23,5.6,8,EA Canada,E
3955,Shin Megami Tensei: Persona,78,30,8,47,ITL,T
3956,Lords of the Fallen,71,13,6.7,166,"City Interactive, Deck 13",M
3957,LEGO The Lord of the Rings,80,6,8.2,127,TT Games,E10+
3958,Growlanser: Heritage of War,60,7,7.9,9,Career Soft,T
3959,Ben 10 Alien Force: Vilgax Attacks,61,9,8.3,4,Papaya Studios,E10+
3960,Rugby 2004,61,13,6.8,65,HB Studios Multimedia,E
3961,Senran Kagura 2: Deep Crimson ,58,28,6.8,56,Tamsoft,M
3962,NBA 06,72,19,5.4,8,SCEA Sports Studio,E
3963,KORG DS-10 Synthesizer,82,11,8.2,13,AQ Interactive,E
3964,Naruto: Ninja Council,60,12,7.1,9,Aspect,E10+
3965,Tropico 3,75,33,6.6,22,Haemimont,T
3966,Deadly Creatures,72,45,8.8,36,Rainbow Studios,T
3967,Naruto Shippuden: Ultimate Ninja Storm Revolution,62,11,7.3,44,CyberConnect2,T
3968,Dead Island,80,24,6.8,1428,Techland,M
3969,NFL 2K3,92,24,8.3,15,Visual Concepts,E
3970,Hunted: The Demon's Forge,61,59,6,116,InXile Entertainment,M
3971,Britney's Dance Beat,53,14,7.4,5,Art,E
3972,Shrek SuperSlam,70,11,7.8,6,Shaba Games,E10+
3973,Full Auto,70,63,7.8,36,Pseudo Interactive,T
3974,Herdy Gerdy,69,24,5,12,Core Design Ltd.,E
3975,Afrika,63,12,6.2,34,Rhino Studios,E10+
3976,Over G Fighters,49,36,6,49,Taito Corporation,T
3977,Angry Birds Star Wars,47,5,2,87,Exient Entertainment,E
3978,Hot Shots Tennis: Get a Grip,80,27,8,17,Clap Hanz,E
3979,Star Wars: The Force Unleashed II,43,5,4,5,LucasArts,T
3980,The Dukes of Hazzard: Return of the General Lee,52,17,6.8,8,Ratbag,E
3981,Crash 'N' Burn,63,17,8,7,Climax Group,T
3982,NBA,57,25,6.9,14,989 Sports,E
3983,Disaster Report,66,28,8,7,Irem,T
3984,Armored Core V,68,37,7.2,37,From Software,T
3985,College Hoops 2K7,82,22,8.2,12,2K Sports,E
3986,Rampage: Total Destruction,46,21,5.6,19,"Pipeworks Software, Inc.",E10+
3987,The Bard's Tale,76,44,8.6,14,InXile Entertainment,T
3988,Robotech: The Macross Saga,61,8,6.5,4,Lucky Chicken,E
3989,Conflict Zone,47,7,7.4,8,MASA Group,T
3990,Code Name: S.T.E.A.M.,69,69,7.7,125,Intelligent Systems,T
3991,The Bureau: XCOM Declassified,68,30,6.7,118,2K Marin,M
3992,Star Wars: Battlefront,72,19,3.5,1509,EA DICE,T
3993,BloodRayne,76,20,7.5,6,Terminal Reality,M
3994,NHL 2K6,83,32,7.5,26,2K Sports,E10+
3995,Hannah Montana: The Movie,25,4,3.8,48,n-Space,E
3996,Tenchu: Return From Darkness,70,55,7,6,K2 LLC,M
3997,World Poker Tour,60,17,8.6,5,Coresoft,T
3998,Neo Contra,65,37,7.1,8,KCET,M
3999,MVP Baseball,67,21,7.7,16,EA Canada,E
4000,Tony Hawk's American Sk8land,84,31,8.7,55,Vicarious Visions,E
4001,Viewtiful Joe 2,85,29,7.7,17,Clover Studio,T
4002,The BIGS 2,76,31,6.2,35,Blue Castle Games,E10+
4003,Quake III: Revolution,84,18,7.2,11,Bullfrog Productions,M
4004,Pac-Man World 3,63,22,5.2,13,Blitz Games,E
4005,50 Cent: Blood on the Sand,71,54,6.4,64,Swordfish Studios,M
